mpn_id	syn1_id	is_rbh	pident	align_len	mpn_len	syn1_len	mpn_cov_pct	syn1_cov_pct	evalue	bitscore	mpn_primary_id	mpn_locus_tag	mpn_gene	mpn_product	mpn_seqid	mpn_start_1b	mpn_end_1b	mpn_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
MPN_RS03100|rplJ|NC_000912.1	MMSYN1_0807|rplJ|CP002027.1	True	29.487	156	161	165	96.8944099378882	94.54545454545455	3.08e-16	67.4	MPN_RS03100	MPN_RS03100	rplJ	50S ribosomal protein L10	NC_000912.1	659782	660267	+	MMSYN1_0807	MMSYN1_0807	rplJ	50S ribosomal protein L10	CP002027.1	951098	951595	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00110||NC_000912.1	MMSYN1_0371||CP002027.1	True	29.25	547	634	623	86.27760252365931	87.80096308186195	1.8099999999999997e-52	186.0	MPN_RS00110	MPN_RS00110		ABC transporter ATP-binding protein	NC_000912.1	21108	23012	+	MMSYN1_0371	MMSYN1_0371		ABC transporter, permease and ATP-binding componen	CP002027.1	458816	460687	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00430||NC_000912.1	MMSYN1_0744|pfkB|CP002027.1	True	29.008	262	300	311	87.33333333333333	84.2443729903537	1.81e-25	98.6	MPN_RS00430	MPN_RS00430		1-phosphofructokinase	NC_000912.1	95268	96170	+	MMSYN1_0744	MMSYN1_0744	pfkB	1-phosphofructokinase	CP002027.1	875399	876334	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02630||NC_000912.1	MMSYN1_0686||CP002027.1	True	28.767	219	231	242	94.8051948051948	90.49586776859505	6.18e-26	96.7	MPN_RS02630	MPN_RS02630		potassium channel family protein	NC_000912.1	564390	565085	+	MMSYN1_0686	MMSYN1_0686		K+, Na+ uptake protein integral membrane subunit	CP002027.1	818377	819105	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01405||NC_000912.1	MMSYN1_0357||CP002027.1	True	28.767	146	157	156	92.99363057324841	93.58974358974359	1.22e-20	78.2	MPN_RS01405	MPN_RS01405		CinA family protein	NC_000912.1	305066	305539	+	MMSYN1_0357	MMSYN1_0357		putative competence-damage inducible protein	CP002027.1	446339	446809	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03710|ylqF|NC_000912.1	MMSYN1_0366|ylqF|CP002027.1	True	28.374	289	271	316	106.64206642066421	91.45569620253164	1.66e-33	119.0	MPN_RS03710	MPN_RS03710	ylqF	ribosome biogenesis GTPase YlqF	NC_000912.1	781095	781910	-	MMSYN1_0366	MMSYN1_0366	ylqF	ribosome biogenesis GTP-binding protein YlqF	CP002027.1	453505	454455	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02385|glpQ|NC_000912.1	MMSYN1_0136||CP002027.1	True	28.372	215	241	234	89.2116182572614	91.88034188034187	5.76e-19	78.2	MPN_RS02385	MPN_RS02385	glpQ	glycerophosphoryl diester phosphodiesterase	NC_000912.1	506475	507200	-	MMSYN1_0136	MMSYN1_0136		glycerophosphodiester phosphodiesterase	CP002027.1	176702	177406	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01785|ftsZ|NC_000912.1	MMSYN1_0522|ftsZ|CP002027.1	True	28.339	307	380	385	80.78947368421052	79.74025974025975	6.3200000000000006e-27	105.0	MPN_RS01785	MPN_RS01785	ftsZ	cell division protein FtsZ	NC_000912.1	376023	377165	+	MMSYN1_0522	MMSYN1_0522	ftsZ	cell division protein FtsZ	CP002027.1	624044	625201	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01375||NC_000912.1	MMSYN1_0264||CP002027.1	True	28.221	326	389	371	83.80462724935732	87.87061994609165	7.53e-24	96.7	MPN_RS01375	MPN_RS01375		serine/threonine-protein kinase	NC_000912.1	299099	300268	+	MMSYN1_0264	MMSYN1_0264		serine/threonine protein kinase	CP002027.1	341011	342126	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02695||NC_000912.1	MMSYN1_0616||CP002027.1	True	28.07	285	293	279	97.26962457337883	102.15053763440861	1.9e-28	105.0	MPN_RS02695	MPN_RS02695		DegV family protein	NC_000912.1	574270	575151	-	MMSYN1_0616	MMSYN1_0616		EDD domain protein, DegV family, putative	CP002027.1	762373	763212	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03095||NC_000912.1	MMSYN1_0489|dinB|CP002027.1	True	27.885	416	412	407	100.97087378640776	102.21130221130221	1.11e-38	139.0	MPN_RS03095	MPN_RS03095		Y-family DNA polymerase	NC_000912.1	658426	659664	-	MMSYN1_0489	MMSYN1_0489	dinB	DNA polymerase IV	CP002027.1	596515	597738	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02975||NC_000912.1	MMSYN1_0320||CP002027.1	True	27.734	256	272	265	94.11764705882354	96.60377358490567	7.57e-26	98.2	MPN_RS02975	MPN_RS02975		alpha/beta fold hydrolase	NC_000912.1	639196	640014	-	MMSYN1_0320	MMSYN1_0320		triacylglycerol lipase	CP002027.1	407532	408329	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03470|pstA|NC_000912.1	MMSYN1_0426||CP002027.1	True	27.592	598	651	696	91.85867895545314	85.91954022988506	3.2200000000000003e-47	172.0	MPN_RS03470	MPN_RS03470	pstA	phosphate ABC transporter permease PstA	NC_000912.1	729723	731678	-	MMSYN1_0426	MMSYN1_0426		phosphate ABC transport system, permease component	CP002027.1	528430	530520	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00175||NC_000912.1	MMSYN1_0400||CP002027.1	True	27.523	109	108	183	100.92592592592592	59.56284153005465	1.76e-11	53.1	MPN_RS00175	MPN_RS00175		DJ-1/PfpI family protein	NC_000912.1	35810	36136	-	MMSYN1_0400	MMSYN1_0400		ThiJ/PfpI family protein	CP002027.1	497201	497752	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00900|ribF|NC_000912.1	MMSYN1_0110||CP002027.1	True	27.273	187	269	250	69.51672862453532	74.8	2.85e-14	65.9	MPN_RS00900	MPN_RS00900	ribF	riboflavin biosynthesis protein RibF	NC_000912.1	211147	211956	+	MMSYN1_0110	MMSYN1_0110		riboflavin kinase	CP002027.1	144042	144794	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03440||NC_000912.1	MMSYN1_0796|atpB|CP002027.1	True	27.143	280	293	287	95.56313993174061	97.5609756097561	3.96e-25	97.1	MPN_RS03440	MPN_RS03440		F0F1 ATP synthase subunit A	NC_000912.1	724848	725729	-	MMSYN1_0796	MMSYN1_0796	atpB	ATP synthase FO, A subunit	CP002027.1	935214	936077	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01950||NC_000912.1	MMSYN1_0443|mthfs|CP002027.1	True	26.923	182	164	187	110.97560975609755	97.32620320855615	1.07e-12	58.2	MPN_RS01950	MPN_RS01950		5-formyltetrahydrofolate cyclo-ligase	NC_000912.1	416070	416564	+	MMSYN1_0443	MMSYN1_0443	mthfs	5-formyltetrahydrofolate cyclo-ligase	CP002027.1	547795	548358	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01090|truA|NC_000912.1	MMSYN1_0640||CP002027.1	True	26.906	223	243	251	91.76954732510288	88.84462151394422	1.01e-18	77.8	MPN_RS01090	MPN_RS01090	truA	tRNA pseudouridine(38-40) synthase TruA	NC_000912.1	235805	236536	+	MMSYN1_0640	MMSYN1_0640		tRNA pseudouridine synthase A (tRNA-uridine isomeraseI) (tRNA pseudouridylate synthase I)	CP002027.1	787136	787891	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01340|whiA|NC_000912.1	MMSYN1_0817||CP002027.1	True	26.63	184	280	309	65.71428571428571	59.54692556634304	1.68e-14	67.4	MPN_RS01340	MPN_RS01340	whiA	DNA-binding protein WhiA	NC_000912.1	293265	294107	+	MMSYN1_0817	MMSYN1_0817		conserved hypothetical protein	CP002027.1	960185	961114	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03380||NC_000912.1	MMSYN1_0231||CP002027.1	True	26.571	350	521	651	67.17850287907869	53.763440860215056	9.83e-10	55.8	MPN_RS03380	MPN_RS03380		DUF31 family protein	NC_000912.1	714431	715996	-	MMSYN1_0231	MMSYN1_0231		putative liporotein	CP002027.1	298421	300376	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01855|tig|NC_000912.1	MMSYN1_0393|tig|CP002027.1	True	26.551	403	444	428	90.76576576576576	94.1588785046729	2.86e-28	111.0	MPN_RS01855	MPN_RS01855	tig	trigger factor	NC_000912.1	388923	390257	+	MMSYN1_0393	MMSYN1_0393	tig	trigger factor	CP002027.1	479541	480827	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02370||NC_000912.1	MMSYN1_0706||CP002027.1	True	26.281	449	542	582	82.84132841328413	77.14776632302406	1.36e-32	126.0	MPN_RS02370	MPN_RS02370		PhnE/PtxC family ABC transporter permease	NC_000912.1	501670	503298	+	MMSYN1_0706	MMSYN1_0706		alkylphosphonate ABC transporter, permease component	CP002027.1	844369	846117	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00410||NC_000912.1	MMSYN1_0124||CP002027.1	True	26.198	313	564	443	55.49645390070922	70.65462753950338	2.98e-21	91.7	MPN_RS00410	MPN_RS00410		MFS transporter	NC_000912.1	89299	90993	-	MMSYN1_0124	MMSYN1_0124		hexosephosphate transport protein	CP002027.1	160552	161883	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00915||NC_000912.1	MMSYN1_0592||CP002027.1	True	26.036	507	445	490	113.93258426966293	103.46938775510205	9.4e-21	89.4	MPN_RS00915	MPN_RS00915		DUF2130 domain-containing protein	NC_000912.1	214530	215867	+	MMSYN1_0592	MMSYN1_0592		cdsf	CP002027.1	729115	730587	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02825||NC_000912.1	MMSYN1_0337||CP002027.1	True	25.45	444	660	602	67.27272727272727	73.75415282392026	5.13e-20	89.0	MPN_RS02825	MPN_RS02825		PTS ascorbate transporter subunit IIC	NC_000912.1	601745	603727	-	MMSYN1_0337	MMSYN1_0337		PTS system ascorbate-specific enzyme IIC/IIB	CP002027.1	424400	426208	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01965||NC_000912.1	MMSYN1_0408||CP002027.1	True	25.121	207	213	225	97.1830985915493	92.0	1.73e-11	56.6	MPN_RS01965	MPN_RS01965		TrmK family tRNA methyltransferase	NC_000912.1	418116	418757	-	MMSYN1_0408	MMSYN1_0408		conserved hypothetical protein	CP002027.1	506621	507298	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01095|pepF|NC_000912.1	MMSYN1_0188|pepF|CP002027.1	True	25.042	591	611	597	96.72667757774141	98.99497487437186	5.84e-31	122.0	MPN_RS01095	MPN_RS01095	pepF	oligoendopeptidase F	NC_000912.1	236529	238364	+	MMSYN1_0188	MMSYN1_0188	pepF	oligoendopeptidase F	CP002027.1	250039	251832	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
