locus_tag	name	chrom	start0	end0	strand	syn3A_locus_tag	syn3A_name	syn3A_start0	syn3A_end0	syn1_upstream_locus	syn1_upstream_dist	syn1_downstream_locus	syn1_downstream_dist	syn3A_upstream_locus	syn3A_upstream_dist	syn3A_downstream_locus	syn3A_downstream_dist	syn1_cw_neighbor	syn1_cw_dist	syn1_cw_strand	syn1_ccw_neighbor	syn1_ccw_dist	syn1_ccw_strand	syn3A_cw_neighbor	syn3A_cw_dist	syn3A_cw_strand	syn3A_ccw_neighbor	syn3A_ccw_dist	syn3A_ccw_strand	unaltered_ccw_bps	unaltered_cw_bps	cw_context_changed	ccw_context_changed	gene_impact_class
MMSYN1_0661	rplN	CP002027.1	800378	800747	-	JCVISYN3A_0661	rplN	413996.0	414365.0	MMSYN1_0662	15	MMSYN1_0660	13	JCVISYN3A_0662	15	JCVISYN3A_0660	13	MMSYN1_0662	15	-	MMSYN1_0660	13	-	JCVISYN3A_0662	15	-	JCVISYN3A_0660	13	-	24181	5608	False	False	unaffected
MMSYN1_0662	rpsQ	CP002027.1	800762	801020	-	JCVISYN3A_0662	rpsQ	414380.0	414641.0	MMSYN1_0663	-1	MMSYN1_0661	15	JCVISYN3A_0663	-4	JCVISYN3A_0661	15	MMSYN1_0663	-1	-	MMSYN1_0661	15	-	JCVISYN3A_0663	-4	-	JCVISYN3A_0661	15	-	24565	5335	False	False	unaffected
MMSYN1_0663	rpmC	CP002027.1	801019	801436	-	JCVISYN3A_0663	rpmC	414637.0	415054.0	MMSYN1_0664	-1	MMSYN1_0662	-1	JCVISYN3A_0664	-1	JCVISYN3A_0662	-4	MMSYN1_0664	-1	-	MMSYN1_0662	-1	-	JCVISYN3A_0664	-1	-	JCVISYN3A_0662	-4	-	24822	4919	False	False	unaffected
MMSYN1_0664	rplP	CP002027.1	801435	801849	-	JCVISYN3A_0664	rplP	415053.0	415467.0	MMSYN1_0665	2	MMSYN1_0663	-1	JCVISYN3A_0665	2	JCVISYN3A_0663	-1	MMSYN1_0665	2	-	MMSYN1_0663	-1	-	JCVISYN3A_0665	2	-	JCVISYN3A_0663	-1	-	25238	4506	False	False	unaffected
MMSYN1_0665	rpsC	CP002027.1	801851	802553	-	JCVISYN3A_0665	rpsC	415469.0	416171.0	MMSYN1_0666	17	MMSYN1_0664	2	JCVISYN3A_0666	17	JCVISYN3A_0664	2	MMSYN1_0666	17	-	MMSYN1_0664	2	-	JCVISYN3A_0666	17	-	JCVISYN3A_0664	2	-	25654	3802	False	False	unaffected
MMSYN1_0666	rplV	CP002027.1	802570	802906	-	JCVISYN3A_0666	rplV	416188.0	416524.0	MMSYN1_0667	23	MMSYN1_0665	17	JCVISYN3A_0667	23	JCVISYN3A_0665	17	MMSYN1_0667	23	-	MMSYN1_0665	17	-	JCVISYN3A_0667	23	-	JCVISYN3A_0665	17	-	26373	3449	False	False	unaffected
MMSYN1_0667	rpsS	CP002027.1	802929	803196	-	JCVISYN3A_0667	rpsS	416547.0	416814.0	MMSYN1_0668	21	MMSYN1_0666	23	JCVISYN3A_0668	21	JCVISYN3A_0666	23	MMSYN1_0668	21	-	MMSYN1_0666	23	-	JCVISYN3A_0668	21	-	JCVISYN3A_0666	23	-	26732	3159	False	False	unaffected
MMSYN1_0668	rplB	CP002027.1	803217	804066	-	JCVISYN3A_0668	rplB	416835.0	417684.0	MMSYN1_0669	54	MMSYN1_0667	21	JCVISYN3A_0669	54	JCVISYN3A_0667	21	MMSYN1_0669	54	-	MMSYN1_0667	21	-	JCVISYN3A_0669	54	-	JCVISYN3A_0667	21	-	27020	2289	False	False	unaffected
MMSYN1_0669	rplW	CP002027.1	804120	804405	-	JCVISYN3A_0669	rplW	417738.0	418023.0	MMSYN1_0670	-1	MMSYN1_0668	54	JCVISYN3A_0670	-1	JCVISYN3A_0668	54	MMSYN1_0670	-1	-	MMSYN1_0668	54	-	JCVISYN3A_0670	-1	-	JCVISYN3A_0668	54	-	27923	1950	False	False	unaffected
MMSYN1_0670	rplD	CP002027.1	804404	805031	-	JCVISYN3A_0670	rplD	418022.0	418649.0	MMSYN1_0671	12	MMSYN1_0669	-1	JCVISYN3A_0671	12	JCVISYN3A_0669	-1	MMSYN1_0671	12	-	MMSYN1_0669	-1	-	JCVISYN3A_0671	12	-	JCVISYN3A_0669	-1	-	28207	1324	False	False	unaffected
MMSYN1_0671	rplC	CP002027.1	805043	805715	-	JCVISYN3A_0671	rplC	418661.0	419333.0	MMSYN1_0672	75	MMSYN1_0670	12	JCVISYN3A_0672	75	JCVISYN3A_0670	12	MMSYN1_0672	75	-	MMSYN1_0670	12	-	JCVISYN3A_0672	75	-	JCVISYN3A_0670	12	-	28846	640	False	False	unaffected
MMSYN1_0672	rpsJ	CP002027.1	805790	806099	-	JCVISYN3A_0672	rpsJ	419408.0	419717.0	MMSYN1_0673	251	MMSYN1_0671	75	JCVISYN3A_0678	842	JCVISYN3A_0671	75	MMSYN1_0673	251	-	MMSYN1_0671	75	-	JCVISYN3A_0678	842	-	JCVISYN3A_0671	75	-	29593	256	True	False	unaffected
MMSYN1_0678		CP002027.1	813369	813445	-	JCVISYN3A_0678	tRNA-Thr	420559.0	420635.0	MMSYN1_0679	12	MMSYN1_0676	1677	JCVISYN3A_0679	12	JCVISYN3A_0672	842	MMSYN1_0679	12	-	MMSYN1_0677	241	+	JCVISYN3A_0679	12	-	JCVISYN3A_0672	842	-	241	363	False	True	readthrough_exposed
MMSYN1_0679		CP002027.1	813457	813533	-	JCVISYN3A_0679	tRNA-Val	420647.0	420723.0	MMSYN1_0680	7	MMSYN1_0678	12	JCVISYN3A_0680	7	JCVISYN3A_0678	12	MMSYN1_0680	7	-	MMSYN1_0678	12	-	JCVISYN3A_0680	7	-	JCVISYN3A_0678	12	-	329	275	False	False	readthrough_exposed
MMSYN1_0680		CP002027.1	813540	813616	-	JCVISYN3A_0680	tRNA-Glu	420730.0	420806.0	MMSYN1_0681	7	MMSYN1_0679	7	JCVISYN3A_0681	7	JCVISYN3A_0679	7	MMSYN1_0681	7	-	MMSYN1_0679	7	-	JCVISYN3A_0681	7	-	JCVISYN3A_0679	7	-	412	192	False	False	readthrough_exposed
MMSYN1_0681		CP002027.1	813623	813699	-	JCVISYN3A_0681	tRNA-Asn	420813.0	420889.0	MMSYN1_0682	101	MMSYN1_0680	7	JCVISYN3A_0684	101	JCVISYN3A_0680	7	MMSYN1_0682	101	-	MMSYN1_0680	7	-	JCVISYN3A_0684	101	-	JCVISYN3A_0680	7	-	495	109	True	False	readthrough_exposed
MMSYN1_0684	folD	CP002027.1	815821	816688	-	JCVISYN3A_0684	folD	420990.0	421857.0	MMSYN1_0685	8	MMSYN1_0683	-11	JCVISYN3A_0685	8	JCVISYN3A_0681	101	MMSYN1_0685	8	-	MMSYN1_0683	-11	-	JCVISYN3A_0685	8	-	JCVISYN3A_0681	101	-	12	15989	False	True	context_only
MMSYN1_0685		CP002027.1	816696	818298	-	JCVISYN3A_0685	natA	421865.0	423467.0	MMSYN1_0687	833	MMSYN1_0684	8	JCVISYN3A_0687	833	JCVISYN3A_0684	8	MMSYN1_0686	78	+	MMSYN1_0684	8	-	JCVISYN3A_0686	78	+	JCVISYN3A_0684	8	-	887	14379	False	False	context_only
MMSYN1_0686		CP002027.1	818376	819105	+	JCVISYN3A_0686	trkA	423545.0	424274.0	MMSYN1_0677	5248	MMSYN1_0711	30419	JCVISYN3A_0617	36454	JCVISYN3A_0717	19204	MMSYN1_0687	26	-	MMSYN1_0685	78	-	JCVISYN3A_0687	26	-	JCVISYN3A_0685	78	-	2567	13572	False	False	unaffected
MMSYN1_0687	gatB	CP002027.1	819131	820571	-	JCVISYN3A_0687	gatB	424300.0	425740.0	MMSYN1_0688	1	MMSYN1_0685	833	JCVISYN3A_0688	1	JCVISYN3A_0685	833	MMSYN1_0688	1	-	MMSYN1_0686	26	+	JCVISYN3A_0688	1	-	JCVISYN3A_0686	26	+	3322	12106	False	False	unaffected
MMSYN1_0688	gatA	CP002027.1	820572	822030	-	JCVISYN3A_0688	gatA	425741.0	427199.0	MMSYN1_0689	-1	MMSYN1_0687	1	JCVISYN3A_0689	-1	JCVISYN3A_0687	1	MMSYN1_0689	-1	-	MMSYN1_0687	1	-	JCVISYN3A_0689	-1	-	JCVISYN3A_0687	1	-	4763	10647	False	False	unaffected
MMSYN1_0689	gatC	CP002027.1	822029	822326	-	JCVISYN3A_0689	gatC	427198.0	427495.0	MMSYN1_0690	1	MMSYN1_0688	-1	JCVISYN3A_0690	1	JCVISYN3A_0688	-1	MMSYN1_0690	1	-	MMSYN1_0688	-1	-	JCVISYN3A_0690	1	-	JCVISYN3A_0688	-1	-	6220	10351	False	False	unaffected
MMSYN1_0690	ligA	CP002027.1	822327	824334	-	JCVISYN3A_0690	ligA	427496.0	429503.0	MMSYN1_0691	3	MMSYN1_0689	1	JCVISYN3A_0691	3	JCVISYN3A_0689	1	MMSYN1_0691	3	-	MMSYN1_0689	1	-	JCVISYN3A_0691	3	-	JCVISYN3A_0689	1	-	6518	8343	False	False	unaffected
MMSYN1_0691		CP002027.1	824337	826359	-	JCVISYN3A_0691	JCVISYN3A_0691	429506.0	431528.0	MMSYN1_0692	2	MMSYN1_0690	3	JCVISYN3A_0692	2	JCVISYN3A_0690	3	MMSYN1_0692	2	-	MMSYN1_0690	3	-	JCVISYN3A_0692	2	-	JCVISYN3A_0690	3	-	8528	6318	False	False	unaffected
MMSYN1_0692		CP002027.1	826361	827270	-	JCVISYN3A_0692	JCVISYN3A_0692	431530.0	432439.0	MMSYN1_0693	2	MMSYN1_0691	2	JCVISYN3A_0693	2	JCVISYN3A_0691	2	MMSYN1_0693	2	-	MMSYN1_0691	2	-	JCVISYN3A_0693	2	-	JCVISYN3A_0691	2	-	10552	5407	False	False	unaffected
MMSYN1_0693		CP002027.1	827272	828241	-	JCVISYN3A_0693	JCVISYN3A_0693	432441.0	433410.0	MMSYN1_0694	55	MMSYN1_0692	2	JCVISYN3A_0694	55	JCVISYN3A_0692	2	MMSYN1_0694	55	-	MMSYN1_0692	2	-	JCVISYN3A_0694	55	-	JCVISYN3A_0692	2	-	11463	4436	False	False	unaffected
MMSYN1_0694		CP002027.1	828296	828566	-	JCVISYN3A_0694	ptsH	433465.0	433735.0	MMSYN1_0695	64	MMSYN1_0693	55	JCVISYN3A_0695	64	JCVISYN3A_0693	55	MMSYN1_0695	64	-	MMSYN1_0693	55	-	JCVISYN3A_0695	64	-	JCVISYN3A_0693	55	-	12487	4111	False	False	unaffected
MMSYN1_0695		CP002027.1	828630	830799	-	JCVISYN3A_0695	pcrA	433799.0	435968.0	MMSYN1_0696	16	MMSYN1_0694	64	JCVISYN3A_0696	16	JCVISYN3A_0694	64	MMSYN1_0696	16	-	MMSYN1_0694	64	-	JCVISYN3A_0696	16	-	JCVISYN3A_0694	64	-	12821	1878	False	False	unaffected
MMSYN1_0696		CP002027.1	830815	831571	-	JCVISYN3A_0696	JCVISYN3A_0696	435984.0	436740.0	MMSYN1_0697	-1	MMSYN1_0695	16	JCVISYN3A_0697	-1	JCVISYN3A_0695	16	MMSYN1_0697	-1	-	MMSYN1_0695	16	-	JCVISYN3A_0697	-1	-	JCVISYN3A_0695	16	-	15006	1106	False	False	unaffected
MMSYN1_0697		CP002027.1	831570	832527	-	JCVISYN3A_0697	JCVISYN3A_0697	436739.0	437696.0	MMSYN1_0698	150	MMSYN1_0696	-1	JCVISYN3A_0706	421	JCVISYN3A_0696	-1	MMSYN1_0698	150	-	MMSYN1_0696	-1	-	JCVISYN3A_0706	421	-	JCVISYN3A_0696	-1	-	15761	150	True	False	unaffected
MMSYN1_0706		CP002027.1	844368	846117	-	JCVISYN3A_0706	thiB	438117.0	439866.0	MMSYN1_0707	-37	MMSYN1_0705	269	JCVISYN3A_0707	-37	JCVISYN3A_0697	421	MMSYN1_0707	-37	-	MMSYN1_0705	269	-	JCVISYN3A_0707	-37	-	JCVISYN3A_0697	421	-	269	3407	False	True	unaffected
MMSYN1_0707		CP002027.1	846080	846830	-	JCVISYN3A_0707	thiQ	439829.0	440579.0	MMSYN1_0708	13	MMSYN1_0706	-37	JCVISYN3A_0708	13	JCVISYN3A_0706	-37	MMSYN1_0708	13	-	MMSYN1_0706	-37	-	JCVISYN3A_0708	13	-	JCVISYN3A_0706	-37	-	1981	2694	False	False	unaffected
MMSYN1_0708		CP002027.1	846843	848307	-	JCVISYN3A_0708	thiB	440592.0	442056.0	MMSYN1_0710	222	MMSYN1_0707	13	JCVISYN3A_0710	222	JCVISYN3A_0707	13	MMSYN1_0710	222	-	MMSYN1_0707	13	-	JCVISYN3A_0710	222	-	JCVISYN3A_0707	13	-	2744	1217	False	False	unaffected
MMSYN1_0710		CP002027.1	848529	849393	-	JCVISYN3A_0710	JCVISYN3A_0710	442278.0	443142.0	MMSYN1_0713	1768	MMSYN1_0708	222	JCVISYN3A_0732	6052	JCVISYN3A_0708	222	MMSYN1_0711	131	+	MMSYN1_0708	222	-	JCVISYN3A_0717	336	+	JCVISYN3A_0708	222	-	4430	131	True	False	unaffected
MMSYN1_0717		CP002027.1	856723	856800	+	JCVISYN3A_0717	tRNA-Arg	443478.0	443555.0	MMSYN1_0716	205	MMSYN1_0718	47	JCVISYN3A_0686	19204	JCVISYN3A_0718	47	MMSYN1_0718	47	+	MMSYN1_0716	205	+	JCVISYN3A_0718	47	+	JCVISYN3A_0710	336	-	206	5588	False	True	unaffected
MMSYN1_0718		CP002027.1	856847	856924	+	JCVISYN3A_0718	tRNA-Pro	443602.0	443679.0	MMSYN1_0717	47	MMSYN1_0719	10	JCVISYN3A_0717	47	JCVISYN3A_0719	10	MMSYN1_0719	10	+	MMSYN1_0717	47	+	JCVISYN3A_0719	10	+	JCVISYN3A_0717	47	+	330	5464	False	False	unaffected
MMSYN1_0719		CP002027.1	856934	857010	+	JCVISYN3A_0719	tRNA-Ala	443689.0	443765.0	MMSYN1_0718	10	MMSYN1_0720	4	JCVISYN3A_0718	10	JCVISYN3A_0720	4	MMSYN1_0720	4	+	MMSYN1_0718	10	+	JCVISYN3A_0720	4	+	JCVISYN3A_0718	10	+	417	5378	False	False	unaffected
MMSYN1_0720		CP002027.1	857014	857091	+	JCVISYN3A_0720	tRNA-Met	443769.0	443846.0	MMSYN1_0719	4	MMSYN1_0721	11	JCVISYN3A_0719	4	JCVISYN3A_0721	11	MMSYN1_0721	11	+	MMSYN1_0719	4	+	JCVISYN3A_0721	11	+	JCVISYN3A_0719	4	+	497	5297	False	False	unaffected
MMSYN1_0721		CP002027.1	857102	857179	+	JCVISYN3A_0721	tRNA-Met	443857.0	443934.0	MMSYN1_0720	11	MMSYN1_0722	42	JCVISYN3A_0720	11	JCVISYN3A_0722	42	MMSYN1_0722	42	+	MMSYN1_0720	11	+	JCVISYN3A_0722	42	+	JCVISYN3A_0720	11	+	585	5209	False	False	unaffected
MMSYN1_0722		CP002027.1	857221	857314	+	JCVISYN3A_0722	tRNA-Ser	443976.0	444069.0	MMSYN1_0721	42	MMSYN1_0723	22	JCVISYN3A_0721	42	JCVISYN3A_0723	22	MMSYN1_0723	22	+	MMSYN1_0721	42	+	JCVISYN3A_0723	22	+	JCVISYN3A_0721	42	+	704	5074	False	False	unaffected
MMSYN1_0723		CP002027.1	857336	857412	+	JCVISYN3A_0723	tRNA-Met	444091.0	444167.0	MMSYN1_0722	22	MMSYN1_0724	2	JCVISYN3A_0722	22	JCVISYN3A_0724	2	MMSYN1_0724	2	+	MMSYN1_0722	22	+	JCVISYN3A_0724	2	+	JCVISYN3A_0722	22	+	819	4976	False	False	unaffected
MMSYN1_0724		CP002027.1	857414	857491	+	JCVISYN3A_0724	tRNA-Asp	444169.0	444246.0	MMSYN1_0723	2	MMSYN1_0725	8	JCVISYN3A_0723	2	JCVISYN3A_0725	8	MMSYN1_0725	8	+	MMSYN1_0723	2	+	JCVISYN3A_0725	8	+	JCVISYN3A_0723	2	+	897	4897	False	False	unaffected
MMSYN1_0725		CP002027.1	857499	857575	+	JCVISYN3A_0725	tRNA-Phe	444254.0	444330.0	MMSYN1_0724	8	MMSYN1_0726	107	JCVISYN3A_0724	8	JCVISYN3A_0726	107	MMSYN1_0726	107	+	MMSYN1_0724	8	+	JCVISYN3A_0726	107	+	JCVISYN3A_0724	8	+	982	4813	False	False	unaffected
MMSYN1_0726	nagB	CP002027.1	857682	858417	+	JCVISYN3A_0726	nagB	444437.0	445172.0	MMSYN1_0725	107	MMSYN1_0727	97	JCVISYN3A_0725	107	JCVISYN3A_0727	97	MMSYN1_0727	97	+	MMSYN1_0725	107	+	JCVISYN3A_0727	97	+	JCVISYN3A_0725	107	+	1165	3971	False	False	unaffected
MMSYN1_0727	tpiA	CP002027.1	858514	859261	+	JCVISYN3A_0727	tpiA	445269.0	446016.0	MMSYN1_0726	97	MMSYN1_0728	-8	JCVISYN3A_0726	97	JCVISYN3A_0728	-8	MMSYN1_0728	-8	+	MMSYN1_0726	97	+	JCVISYN3A_0728	-8	+	JCVISYN3A_0726	97	+	1997	3127	False	False	unaffected
MMSYN1_0728		CP002027.1	859253	860090	+	JCVISYN3A_0728	JCVISYN3A_0728	446008.0	446845.0	MMSYN1_0727	-8	MMSYN1_0729	2	JCVISYN3A_0727	-8	JCVISYN3A_0729	2	MMSYN1_0729	2	+	MMSYN1_0727	-8	+	JCVISYN3A_0729	2	+	JCVISYN3A_0727	-8	+	2736	2298	False	False	unaffected
MMSYN1_0729	gpmI	CP002027.1	860092	861688	+	JCVISYN3A_0729	pgm	446847.0	448443.0	MMSYN1_0728	2	MMSYN1_0730	99	JCVISYN3A_0728	2	JCVISYN3A_0730	99	MMSYN1_0730	99	+	MMSYN1_0728	2	+	JCVISYN3A_0730	99	+	JCVISYN3A_0728	2	+	3575	700	False	False	unaffected
MMSYN1_0730		CP002027.1	861787	862387	+	JCVISYN3A_0730	JCVISYN3A_0730	448542.0	449142.0	MMSYN1_0729	99	MMSYN1_0731	1	JCVISYN3A_0729	99	JCVISYN3A_0747	2772	MMSYN1_0731	1	+	MMSYN1_0729	99	+	JCVISYN3A_0732	52	-	JCVISYN3A_0729	99	+	5270	1	True	False	context_only
MMSYN1_0732	deoC	CP002027.1	863453	864122	-	JCVISYN3A_0732	deoC	449194.0	449863.0	MMSYN1_0733	11	MMSYN1_0715	8219	JCVISYN3A_0733	11	JCVISYN3A_0710	6052	MMSYN1_0733	11	-	MMSYN1_0731	51	+	JCVISYN3A_0733	11	-	JCVISYN3A_0730	52	+	51	1849	False	True	unaffected
MMSYN1_0733		CP002027.1	864133	865810	-	JCVISYN3A_0733	deoB	449874.0	451551.0	MMSYN1_0735	1529	MMSYN1_0732	11	JCVISYN3A_0771	1169	JCVISYN3A_0732	11	MMSYN1_0734	161	+	MMSYN1_0732	11	-	JCVISYN3A_0747	363	+	JCVISYN3A_0732	11	-	731	161	True	False	unaffected
MMSYN1_0747		CP002027.1	878367	879021	+	JCVISYN3A_0747	punA	451914.0	452568.0	MMSYN1_0746	202	MMSYN1_0752	8063	JCVISYN3A_0730	2772	JCVISYN3A_0774	4101	MMSYN1_0748	47	-	MMSYN1_0746	202	+	JCVISYN3A_0771	152	-	JCVISYN3A_0733	363	-	206	47	True	True	promoter_lost
MMSYN1_0771	nrdE	CP002027.1	907589	909752	-	JCVISYN3A_0771	nrdE	452720.0	454883.0	MMSYN1_0772	-14	MMSYN1_0770	105	JCVISYN3A_0772	-14	JCVISYN3A_0733	1169	MMSYN1_0772	-14	-	MMSYN1_0770	105	-	JCVISYN3A_0772	-14	-	JCVISYN3A_0747	152	+	106	7900	False	True	context_only
MMSYN1_0772	nrdI	CP002027.1	909738	910212	-	JCVISYN3A_0772	nrdI	454869.0	455343.0	MMSYN1_0773	8	MMSYN1_0771	-14	JCVISYN3A_0773	8	JCVISYN3A_0771	-14	MMSYN1_0773	8	-	MMSYN1_0771	-14	-	JCVISYN3A_0773	8	-	JCVISYN3A_0771	-14	-	2255	7440	False	False	context_only
MMSYN1_0773	nrdF	CP002027.1	910220	911240	-	JCVISYN3A_0773	nrdF	455351.0	456371.0	MMSYN1_0784	10172	MMSYN1_0772	8	JCVISYN3A_0787	6670	JCVISYN3A_0772	8	MMSYN1_0774	298	+	MMSYN1_0772	8	-	JCVISYN3A_0774	298	+	JCVISYN3A_0772	8	-	2737	6412	False	False	context_only
MMSYN1_0774	secG	CP002027.1	911538	911823	+	JCVISYN3A_0774	secG	456669.0	456954.0	MMSYN1_0756	19220	MMSYN1_0775	35	JCVISYN3A_0747	4101	JCVISYN3A_0775	35	MMSYN1_0775	35	+	MMSYN1_0773	298	-	JCVISYN3A_0775	35	+	JCVISYN3A_0773	298	-	4055	5829	False	False	unaffected
MMSYN1_0775		CP002027.1	911858	913973	+	JCVISYN3A_0775	rnr	456989.0	459104.0	MMSYN1_0774	35	MMSYN1_0776	9	JCVISYN3A_0774	35	JCVISYN3A_0776	9	MMSYN1_0776	9	+	MMSYN1_0774	35	+	JCVISYN3A_0776	9	+	JCVISYN3A_0774	35	+	4375	3679	False	False	unaffected
MMSYN1_0776	smpB	CP002027.1	913982	914429	+	JCVISYN3A_0776	smpB	459113.0	459560.0	MMSYN1_0775	9	MMSYN1_0777	-1	JCVISYN3A_0775	9	JCVISYN3A_0777	-1	MMSYN1_0777	-1	+	MMSYN1_0775	9	+	JCVISYN3A_0777	-1	+	JCVISYN3A_0775	9	+	6499	3223	False	False	unaffected
MMSYN1_0777		CP002027.1	914428	914914	+	JCVISYN3A_0777	JCVISYN3A_0777	459559.0	460045.0	MMSYN1_0776	-1	MMSYN1_0778	119	JCVISYN3A_0776	-1	JCVISYN3A_0778	119	MMSYN1_0778	119	+	MMSYN1_0776	-1	+	JCVISYN3A_0778	119	+	JCVISYN3A_0776	-1	+	6945	2738	False	False	unaffected
MMSYN1_0778		CP002027.1	915033	915285	+	JCVISYN3A_0778	JCVISYN3A_0778	460164.0	460416.0	MMSYN1_0777	119	MMSYN1_0779	50	JCVISYN3A_0777	119	JCVISYN3A_0779	50	MMSYN1_0779	50	+	MMSYN1_0777	119	+	JCVISYN3A_0779	50	+	JCVISYN3A_0777	119	+	7550	2367	False	False	context_only
MMSYN1_0779		CP002027.1	915335	917573	+	JCVISYN3A_0779	ptsG	460466.0	462704.0	MMSYN1_0778	50	MMSYN1_0780	77	JCVISYN3A_0778	50	JCVISYN3A_0813	24937	MMSYN1_0780	77	+	MMSYN1_0778	50	+	JCVISYN3A_0787	337	-	JCVISYN3A_0778	50	+	7852	79	True	False	context_only
MMSYN1_0787	mgtA	CP002027.1	925155	927984	-	JCVISYN3A_0787	mgtA	463041.0	465870.0	MMSYN1_0789	1605	MMSYN1_0786	260	JCVISYN3A_0789	417	JCVISYN3A_0773	6670	MMSYN1_0788	346	+	MMSYN1_0786	260	-	JCVISYN3A_0789	417	-	JCVISYN3A_0779	337	+	262	346	True	True	promoter_lost
MMSYN1_0789	atpC	CP002027.1	929589	929889	-	JCVISYN3A_0789	atpC	466287.0	466587.0	MMSYN1_0790	-1	MMSYN1_0787	1605	JCVISYN3A_0790	-1	JCVISYN3A_0787	417	MMSYN1_0790	-1	-	MMSYN1_0788	71	+	JCVISYN3A_0790	-1	-	JCVISYN3A_0787	417	-	72	9196	False	True	unaffected
MMSYN1_0790	atpD_2	CP002027.1	929888	931316	-	JCVISYN3A_0790	atpD	466586.0	468014.0	MMSYN1_0791	8	MMSYN1_0789	-1	JCVISYN3A_0791	8	JCVISYN3A_0789	-1	MMSYN1_0791	8	-	MMSYN1_0789	-1	-	JCVISYN3A_0791	8	-	JCVISYN3A_0789	-1	-	371	7769	False	False	unaffected
MMSYN1_0791	atpG	CP002027.1	931324	932167	-	JCVISYN3A_0791	atpG	468022.0	468865.0	MMSYN1_0792	1	MMSYN1_0790	8	JCVISYN3A_0792	1	JCVISYN3A_0790	8	MMSYN1_0792	1	-	MMSYN1_0790	8	-	JCVISYN3A_0792	1	-	JCVISYN3A_0790	8	-	1807	6918	False	False	unaffected
MMSYN1_0792	atpA	CP002027.1	932168	933746	-	JCVISYN3A_0792	atpA	468866.0	470444.0	MMSYN1_0793	11	MMSYN1_0791	1	JCVISYN3A_0793	11	JCVISYN3A_0791	1	MMSYN1_0793	11	-	MMSYN1_0791	1	-	JCVISYN3A_0793	11	-	JCVISYN3A_0791	1	-	2651	5339	False	False	unaffected
MMSYN1_0793	atpH	CP002027.1	933757	934303	-	JCVISYN3A_0793	atpD	470455.0	471001.0	MMSYN1_0794	1	MMSYN1_0792	11	JCVISYN3A_0794	1	JCVISYN3A_0792	11	MMSYN1_0794	1	-	MMSYN1_0792	11	-	JCVISYN3A_0794	1	-	JCVISYN3A_0792	11	-	4240	4782	False	False	unaffected
MMSYN1_0794	atpF	CP002027.1	934304	934850	-	JCVISYN3A_0794	atpF	471002.0	471548.0	MMSYN1_0795	28	MMSYN1_0793	1	JCVISYN3A_0795	28	JCVISYN3A_0793	1	MMSYN1_0795	28	-	MMSYN1_0793	1	-	JCVISYN3A_0795	28	-	JCVISYN3A_0793	1	-	4787	4235	False	False	unaffected
MMSYN1_0795	atpE	CP002027.1	934878	935184	-	JCVISYN3A_0795	atpE	471576.0	471882.0	MMSYN1_0796	29	MMSYN1_0794	28	JCVISYN3A_0796	29	JCVISYN3A_0794	28	MMSYN1_0796	29	-	MMSYN1_0794	28	-	JCVISYN3A_0796	29	-	JCVISYN3A_0794	28	-	5361	3901	False	False	unaffected
MMSYN1_0796	atpB	CP002027.1	935213	936077	-	JCVISYN3A_0796	atpB	471911.0	472775.0	MMSYN1_0797	-1	MMSYN1_0795	29	JCVISYN3A_0797	-1	JCVISYN3A_0795	29	MMSYN1_0797	-1	-	MMSYN1_0795	29	-	JCVISYN3A_0797	-1	-	JCVISYN3A_0795	29	-	5696	3008	False	False	unaffected
MMSYN1_0797		CP002027.1	936076	936313	-	JCVISYN3A_0797	JCVISYN3A_0797	472774.0	473173.0	MMSYN1_0798	301	MMSYN1_0796	-1	JCVISYN3A_0798	139	JCVISYN3A_0796	-1	MMSYN1_0798	301	-	MMSYN1_0796	-1	-	JCVISYN3A_0798	139	-	JCVISYN3A_0796	-1	-	6559	2772	False	False	unaffected
MMSYN1_0798	upp	CP002027.1	936614	937238	-	JCVISYN3A_0798	upp	473312.0	473936.0	MMSYN1_0799	99	MMSYN1_0797	301	JCVISYN3A_0799	99	JCVISYN3A_0797	139	MMSYN1_0799	99	-	MMSYN1_0797	301	-	JCVISYN3A_0799	99	-	JCVISYN3A_0797	139	-	7097	1847	False	False	unaffected
MMSYN1_0799	glyA	CP002027.1	937337	938579	-	JCVISYN3A_0799	glyA	474035.0	475277.0	MMSYN1_0800	-17	MMSYN1_0798	99	JCVISYN3A_0800	-17	JCVISYN3A_0798	99	MMSYN1_0800	-17	-	MMSYN1_0798	99	-	JCVISYN3A_0800	-17	-	JCVISYN3A_0798	99	-	7820	506	False	False	promoter_lost
MMSYN1_0800	rpiB	CP002027.1	938562	939006	-	JCVISYN3A_0800	rpiB	475260.0	475704.0	MMSYN1_0802	379	MMSYN1_0799	-17	JCVISYN3A_0803	167	JCVISYN3A_0799	-17	MMSYN1_0801	78	+	MMSYN1_0799	-17	-	JCVISYN3A_0803	167	-	JCVISYN3A_0799	-17	-	9045	79	True	False	promoter_lost
MMSYN1_0803	rpoC	CP002027.1	941670	945438	-	JCVISYN3A_0803	rpoC	475871.0	479639.0	MMSYN1_0804	11	MMSYN1_0802	89	JCVISYN3A_0804	11	JCVISYN3A_0800	167	MMSYN1_0804	11	-	MMSYN1_0802	89	-	JCVISYN3A_0804	11	-	JCVISYN3A_0800	167	-	89	7703	False	True	unaffected
